ID,Money related,Personal information related,Inducement words related,Promotional content related,Kinship related,Label
3493,bank,id,irs,gift,son,1
3494,insurance,account,irs,sales,husband,1
3495,bank,id,police,system,son,1
3496,bank,account,irs,internet,son,1
3497,bank,id,problem,sales,husband,1
3498,bill,address,security,gift,son,1
3499,credit,id,message,offer,son,1
3500,bank,account,problem,sales,son,1
3501,bill,id,irs,gift,husband,1
3502,taxes,details,irs,gift,son,1
3503,money,information,message,gift,husband,1
3504,money,id,irs,sales,parents,1
3505,insurance,id,irs,telemarketer,son,1
3506,warrant,id,irs,sales,wife,1
3507,credit,account,irs,sales,son,1
3508,warrant,id,police,service,son,1
3509,warrant,account,irs,gift,parents,1
3510,money,account,irs,site,son,1
3511,warrant,account,irs,gift,son,1
3512,warrant,id,irs,gift,children,1
3513,bank,id,security,gift,parents,1
3514,bill,id,security,course,son,1
3515,bank,id,irs,sales,son,1
3516,money,id,irs,internet,husband,1
3517,card,id,problem,site,wife,1
3518,bill,account,accident,offer,son,1
3519,bill,account,security,sales,son,1
3520,bank,id,police,gift,son,1
3521,warrant,address,irs,gift,son,1
3522,warrant,id,irs,gift,son,1
3523,bank,id,irs,service,son,1
3524,money,information,security,order,son,1
3525,warrant,id,accident,sales,son,1
3526,bill,details,irs,gift,son,1
3527,dollars,account,irs,offer,son,1
3528,money,id,irs,gift,mother,1
3529,money,account,irs,gift,husband,1
3530,dollars,id,irs,gift,son,1
3531,bank,id,accident,course,son,1
3532,warrant,address,irs,sales,son,1
3533,money,id,irs,gift,husband,1
3534,bank,id,irs,sales,dad,1
3535,money,account,problem,system,mother,1
3536,bank,account,problem,gift,husband,1
3537,bank,email,access,sales,parents,1
3538,card,id,irs,sales,son,1
3539,bill,id,message,gift,son,1
3540,money,id,irs,sales,wife,1
3541,money,id,irs,system,husband,1
3542,taxes,address,irs,sales,son,1
3543,dollars,id,irs,gift,husband,1
3544,money,id,irs,gift,son,1
3545,bank,account,irs,order,son,1
3546,bank,id,irs,gift,son,1
3547,warrant,id,irs,sales,son,1
3548,insurance,id,irs,sales,son,1
3549,warrant,id,government,gift,husband,1
3550,warrant,id,irs,offer,husband,1
3551,warrant,account,support,course,son,1
3552,money,id,irs,gift,son,1
3553,card,details,problem,service,son,1
3554,money,id,problem,course,husband,1
3555,warrant,id,security,system,son,1
3556,insurance,id,irs,gift,son,1
3557,bank,id,help,service,son,1
3558,bill,id,support,gift,son,1
3559,card,id,help,service,son,1
3560,insurance,id,irs,sales,son,1
3561,money,id,irs,activity,son,1
3562,insurance,email,irs,course,son,1
3563,taxes,address,irs,service,son,1
3564,money,account,irs,sales,children,1
3565,insurance,account,irs,sales,son,1
3566,bill,address,irs,sales,son,1
3567,warrant,id,police,sales,son,1
3568,bank,id,irs,gift,husband,1
3569,bank,details,irs,sales,son,1
3570,money,id,security,internet,wife,1
3571,insurance,account,message,course,son,1
3572,insurance,account,irs,sales,husband,1
3573,money,id,irs,gift,husband,1
3574,money,account,message,gift,son,1
3575,money,account,irs,gift,husband,1
3576,money,details,message,order,son,1
3577,money,id,arrest,gift,husband,1
3578,card,id,irs,gift,mother,1
3579,insurance,id,device,sales,son,1
3580,insurance,id,police,course,son,1
3581,bill,id,police,gift,husband,1
3582,money,id,irs,sales,children,1
3583,bank,information,irs,service,husband,1
3584,taxes,id,message,sales,son,1
3585,warrant,address,support,sales,son,1
3586,insurance,id,irs,gift,son,1
3587,money,id,irs,sales,wife,1
3588,card,id,support,sales,wife,1
3589,insurance,id,irs,service,son,1
3590,insurance,id,message,sales,son,1
3591,warrant,id,virus,gift,wife,1
3592,bill,id,accident,sales,son,1
3593,bank,account,irs,offer,son,1
3594,dollars,id,irs,gift,son,1
3595,bank,id,irs,gift,children,1
3596,insurance,information,help,course,son,1
3597,insurance,id,irs,course,husband,1
3598,bank,account,irs,gift,husband,1
3599,insurance,account,irs,sales,son,1
3600,bank,id,irs,gift,husband,1
3601,money,id,security,service,son,1
3602,bank,id,irs,gift,husband,1
3603,bill,id,message,sales,son,1
3604,money,id,irs,gift,son,1
3605,money,id,irs,sales,son,1
3606,warrant,id,irs,internet,son,1
3607,warrant,id,irs,sales,husband,1
3608,insurance,id,irs,gift,son,1
3609,bill,id,message,gift,children,1
3610,money,id,accident,gift,son,1
3611,insurance,address,help,course,son,1
3612,warrant,account,irs,sales,son,1
3613,bill,id,government,service,son,1
3614,warrant,account,irs,gift,son,1
3615,money,id,help,internet,son,1
3616,warrant,id,government,sales,son,1
3617,bank,id,irs,course,son,1
3618,dollars,account,police,gift,son,1
3619,money,account,police,gift,son,1
3620,money,id,irs,sales,son,1
3621,money,id,problem,gift,husband,1
3622,warrant,id,accident,service,son,1
3623,bank,id,irs,site,son,1
3624,bill,id,irs,sales,son,1
3625,taxes,account,support,course,son,1
3626,money,id,irs,sales,husband,1
3627,insurance,account,irs,gift,son,1
3628,insurance,information,irs,sales,son,1
3629,bank,id,support,gift,wife,1
3630,warrant,id,irs,system,son,1
3631,bill,account,irs,system,husband,1
3632,bill,id,help,gift,children,1
3633,money,id,irs,gift,wife,1
3634,bank,id,message,sales,son,1
3635,insurance,id,irs,gift,son,1
3636,bill,id,irs,gift,son,1
3637,bank,id,irs,program,husband,1
3638,bill,account,irs,sales,son,1
3639,money,id,irs,service,son,1
3640,bill,id,support,sales,son,1
3641,insurance,id,message,gift,husband,1
3642,card,id,help,sales,son,1
3643,insurance,id,irs,sales,children,1
3644,bank,id,irs,site,son,1
3645,warrant,details,support,gift,son,1
3646,warrant,id,irs,gift,husband,1
3647,money,id,problem,sales,son,1
3648,money,information,help,gift,husband,1
3649,warrant,id,problem,gift,husband,1
3650,card,id,problem,service,husband,1
3651,insurance,id,irs,gift,son,1
3652,money,id,support,gift,son,1
3653,money,information,access,gift,son,1
3654,insurance,id,accident,site,son,1
3655,credit,id,message,sales,son,1
3656,insurance,id,irs,gift,children,1
3657,dollars,id,problem,gift,children,1
3658,money,account,irs,service,son,1
3659,taxes,id,police,system,husband,1
3660,bill,id,government,sales,son,1
3661,bill,address,irs,gift,son,1
3662,taxes,account,irs,program,husband,1
3663,money,id,problem,sales,son,1
3664,money,id,irs,sales,son,1
3665,card,id,help,sales,son,1
3666,bank,id,irs,sales,son,1
3667,money,id,help,gift,children,1
3668,bank,id,irs,gift,husband,1
3669,money,id,message,sales,son,1
3670,bank,account,support,service,son,1
3671,taxes,details,support,service,son,1
3672,insurance,id,problem,offer,son,1
3673,bill,id,irs,offer,son,1
3674,money,id,accident,gift,son,1
3675,bank,id,irs,gift,wife,1
3676,insurance,id,police,service,son,1
3677,money,id,irs,gift,husband,1
3678,bank,id,irs,gift,husband,1
3679,credit,id,security,service,son,1
3680,bill,id,irs,sales,son,1
3681,bill,id,access,gift,wife,1
3682,money,address,irs,course,son,1
3683,money,id,irs,gift,husband,1
3684,bank,id,problem,gift,son,1
3685,warrant,account,irs,gift,husband,1
3686,insurance,id,problem,sales,wife,1
3687,bill,id,irs,gift,son,1
3688,money,id,irs,system,son,1
3689,bank,account,irs,sales,son,1
3690,dollars,details,message,sales,son,1
3691,money,id,message,gift,husband,1
3692,insurance,id,police,sales,son,1
3693,money,account,irs,gift,son,1
3694,dollars,account,message,sales,son,1
3695,money,id,message,sales,son,1
3696,money,id,irs,gift,son,1
3697,bank,id,irs,gift,children,1
3698,card,details,problem,sales,son,1
3699,insurance,id,irs,sales,son,1
3700,bank,id,irs,system,son,1
3701,taxes,id,irs,sales,son,1
3702,insurance,address,irs,gift,son,1
3703,card,id,irs,sales,husband,1
3704,bill,id,irs,sales,son,1
3705,insurance,id,police,gift,son,1
3706,bill,id,irs,sales,son,1
3707,bank,id,irs,site,mother,1
3708,insurance,information,irs,gift,son,1
3709,money,id,message,sales,wife,1
3710,warrant,id,security,sales,son,1
3711,money,account,irs,sales,son,1
3712,bill,id,problem,gift,son,1
3713,bank,id,irs,gift,son,1
3714,insurance,account,help,sales,son,1
3715,money,id,irs,gift,son,1
3716,money,id,irs,service,son,1
3717,money,account,access,sales,children,1
3718,money,details,security,sales,son,1
3719,bank,id,irs,sales,children,1
3720,dollars,id,irs,sales,children,1
3721,dollars,id,irs,sales,son,1
3722,insurance,id,help,gift,son,1
3723,card,id,support,sales,son,1
3724,bill,id,security,sales,son,1
3725,money,id,irs,sales,dad,1
3726,warrant,id,police,course,son,1
3727,insurance,id,message,telemarketer,son,1
3728,bank,id,problem,order,wife,1
3729,bill,id,police,gift,mother,1
3730,money,id,irs,sales,son,1
3731,bank,id,security,sales,son,1
3732,money,id,access,sales,son,1
3733,money,id,police,gift,mother,1
3734,bank,information,security,offer,son,1
3735,insurance,id,police,sales,husband,1
3736,money,id,irs,gift,son,1
3737,insurance,id,support,sales,son,1
3738,credit,id,irs,gift,son,1
3739,dollars,id,problem,gift,son,1
3740,taxes,id,irs,gift,children,1
3741,card,id,virus,gift,mother,1
3742,money,id,irs,gift,husband,1
3743,bank,id,irs,gift,wife,1
3744,dollars,id,problem,sales,son,1
3745,bank,account,irs,gift,son,1
3746,bill,id,access,sales,husband,1
3747,taxes,id,device,gift,husband,1
3748,warrant,details,irs,gift,son,1
3749,taxes,account,irs,sales,son,1
3750,bill,information,irs,sales,son,1
3751,warrant,id,security,gift,son,1
3752,card,id,message,gift,son,1
3753,bill,id,security,gift,son,1
3754,insurance,details,irs,sales,son,1
3755,card,id,arrest,sales,son,1
3756,money,account,irs,sales,husband,1
3757,money,account,irs,gift,husband,1
3758,money,account,irs,offer,husband,1
3759,warrant,id,irs,sales,son,1
3760,money,id,irs,sales,son,1
3761,insurance,id,problem,sales,son,1
3762,warrant,id,irs,gift,son,1
3763,insurance,account,irs,gift,son,1
3764,bank,id,support,gift,dad,1
3765,bill,id,police,gift,son,1
3766,bill,id,irs,sales,son,1
3767,bank,id,irs,sales,husband,1
3768,money,account,irs,gift,husband,1
3769,taxes,account,irs,gift,son,1
3770,money,id,irs,sales,wife,1
3771,money,id,irs,sales,son,1
3772,card,id,irs,service,son,1
3773,card,information,accident,gift,wife,1
3774,taxes,address,irs,gift,children,1
3775,insurance,id,irs,system,son,1
3776,insurance,id,irs,sales,son,1
3777,bank,information,problem,sales,son,1
3778,money,account,support,program,son,1
3779,bill,id,irs,course,son,1
3780,card,id,irs,course,husband,1
3781,dollars,account,irs,sales,son,1
3782,bank,id,support,offer,son,1
3783,credit,id,government,sales,mother,1
3784,card,account,support,gift,son,1
3785,insurance,account,irs,gift,son,1
3786,money,id,irs,offer,son,1
3787,bank,information,irs,gift,son,1
3788,credit,id,irs,course,husband,1
3789,bill,id,help,sales,son,1
3790,bill,id,irs,system,son,1
3791,bill,id,irs,gift,husband,1
3792,money,id,irs,gift,son,1
3793,insurance,account,irs,sales,son,1
3794,bank,id,irs,gift,children,1
3795,money,id,irs,sales,son,1
3796,dollars,id,irs,gift,son,1
3797,taxes,information,government,gift,husband,1
3798,money,account,irs,gift,husband,1
3799,money,id,irs,gift,son,1
3800,insurance,id,irs,gift,son,1
3801,bill,id,problem,sales,son,1
3802,bank,address,irs,gift,son,1
3803,bank,id,problem,internet,dad,1
3804,bank,details,support,sales,son,1
3805,bill,id,irs,site,son,1
3806,card,account,support,system,wife,1
3807,card,details,accident,service,son,1
3808,insurance,account,irs,offer,husband,1
3809,money,account,irs,sales,husband,1
3810,dollars,id,government,gift,son,1
3811,money,id,help,course,son,1
3812,dollars,id,irs,sales,husband,1
3813,insurance,account,problem,service,son,1
3814,bank,id,police,sales,son,1
3815,money,id,police,sales,son,1
3816,warrant,details,help,gift,husband,1
3817,money,account,problem,gift,son,1
3818,insurance,information,irs,service,husband,1
3819,money,id,message,gift,son,1
3820,money,id,irs,sales,son,1
3821,bank,id,irs,internet,son,1
3822,dollars,id,problem,sales,son,1
3823,warrant,id,irs,sales,husband,1
3824,taxes,id,irs,sales,son,1
3825,credit,address,police,activity,husband,1
3826,card,id,security,offer,husband,1
3827,money,id,irs,site,son,1
3828,bill,account,problem,sales,husband,1
3829,insurance,address,accident,offer,son,1
3830,card,details,irs,gift,son,1
3831,insurance,id,irs,sales,son,1
3832,insurance,account,irs,sales,husband,1
3833,dollars,id,irs,sales,husband,1
3834,bank,id,irs,program,wife,1
3835,card,address,help,gift,children,1
3836,bank,id,irs,sales,wife,1
3837,bank,address,problem,sales,son,1
3838,money,information,support,sales,wife,1
3839,money,id,irs,gift,husband,1
3840,insurance,address,message,sales,son,1
3841,bank,id,irs,service,wife,1
3842,bank,account,help,service,wife,1
3843,card,information,support,course,husband,1
3844,money,id,irs,sales,son,1
3845,money,email,message,sales,husband,1
3846,money,id,irs,sales,wife,1
3847,money,id,help,gift,children,1
3848,money,account,irs,gift,husband,1
3849,money,id,irs,gift,mother,1
3850,dollars,id,irs,gift,husband,1
3851,bank,details,support,activity,children,1
3852,bank,id,irs,course,husband,1
3853,money,id,irs,gift,children,1
3854,bank,account,virus,gift,wife,1
3855,warrant,address,irs,service,son,1
3856,money,information,irs,gift,parents,1
3857,money,id,irs,gift,son,1
3858,insurance,address,help,sales,son,1
3859,bank,id,irs,sales,son,1
3860,money,id,irs,sales,husband,1
3861,credit,id,police,course,son,1
3862,money,id,accident,sales,husband,1
3863,insurance,id,security,activity,son,1
3864,taxes,id,irs,sales,son,1
3865,card,details,irs,sales,son,1
3866,insurance,id,government,sales,son,1
3867,bill,account,irs,offer,husband,1
3868,dollars,id,irs,system,son,1
3869,money,id,irs,system,husband,1
3870,money,id,message,offer,husband,1
3871,dollars,id,message,service,children,1
3872,bill,id,accident,course,husband,1
3873,insurance,address,police,offer,son,1
3874,money,account,message,sales,son,1
3875,insurance,account,irs,gift,husband,1
3876,bill,address,police,order,wife,1
3877,bill,address,irs,sales,son,1
3878,warrant,id,police,offer,son,1
3879,credit,id,problem,internet,son,1
3880,bill,id,arrest,gift,son,1
3881,insurance,account,problem,service,son,1
3882,insurance,account,irs,gift,son,1
3883,money,id,irs,sales,mother,1
3884,money,id,irs,sales,husband,1
3885,bill,account,irs,gift,son,1
3886,taxes,information,irs,gift,son,1
3887,bank,id,message,gift,son,1
3888,warrant,id,irs,gift,son,1
3889,warrant,address,irs,gift,husband,1
3890,bill,account,support,sales,son,1
3891,warrant,account,irs,sales,son,1
3892,insurance,id,irs,sales,son,1
3893,money,id,government,course,son,1
3894,money,id,irs,gift,children,1
3895,card,account,message,sales,son,1
3896,money,id,irs,gift,son,1
3897,warrant,account,help,gift,son,1
3898,bank,id,problem,sales,wife,1
3899,bank,account,irs,sales,son,1
3900,bill,id,irs,sales,son,1
3901,money,id,support,gift,parents,1
3902,card,id,device,gift,husband,1
3903,money,account,irs,gift,son,1
3904,money,id,irs,gift,children,1
3905,warrant,account,irs,gift,husband,1
3906,card,id,message,offer,husband,1
3907,money,id,irs,gift,son,1
3908,bank,account,irs,sales,husband,1
3909,warrant,id,government,gift,husband,1
3910,money,account,problem,sales,son,1
3911,bank,id,irs,sales,son,1
3912,money,id,irs,gift,son,1
3913,insurance,id,irs,gift,son,1
3914,money,account,irs,sales,son,1
3915,insurance,id,irs,gift,husband,1
3916,bill,id,police,gift,son,1
3917,money,account,message,service,wife,1
3918,money,id,accident,offer,children,1
3919,bill,id,virus,sales,wife,1
3920,money,id,irs,gift,husband,1
3921,bank,account,government,offer,son,1
3922,insurance,id,irs,gift,son,1
3923,money,id,help,site,son,1
3924,taxes,information,problem,gift,son,1
3925,money,id,police,sales,son,1
3926,warrant,id,irs,sales,son,1
3927,bank,id,security,sales,husband,1
3928,card,id,irs,gift,husband,1
3929,money,id,help,sales,son,1
3930,warrant,id,security,gift,son,1
3931,money,id,irs,sales,son,1
3932,insurance,id,irs,sales,son,1
3933,bank,id,irs,gift,children,1
3934,bank,id,irs,order,wife,1
3935,bank,id,help,sales,husband,1
3936,bank,id,support,site,son,1
3937,warrant,account,irs,course,husband,1
3938,bill,id,message,gift,son,1
3939,money,id,irs,order,parents,1
3940,card,details,support,sales,son,1
3941,money,id,irs,sales,husband,1
3942,money,id,irs,gift,son,1
3943,insurance,id,accident,course,son,1
3944,warrant,details,message,order,son,1
3945,money,details,irs,gift,son,1
3946,warrant,information,police,gift,son,1
3947,warrant,information,irs,sales,son,1
3948,insurance,id,message,course,wife,1
3949,taxes,id,problem,gift,wife,1
3950,money,account,irs,sales,husband,1
3951,money,id,irs,gift,mother,1
3952,insurance,id,virus,gift,son,1
3953,bill,address,irs,sales,son,1
3954,money,information,support,order,son,1
3955,bank,id,government,sales,son,1
3956,bank,id,irs,sales,son,1
3957,money,account,irs,sales,son,1
3958,money,information,irs,service,son,1
3959,insurance,account,irs,telemarketer,wife,1
3960,insurance,information,accident,offer,son,1
3961,insurance,account,support,sales,husband,1
3962,insurance,account,irs,sales,son,1
3963,insurance,id,security,internet,husband,1
3964,bank,information,message,offer,children,1
3965,insurance,id,irs,service,son,1
3966,insurance,id,support,sales,son,1
3967,bank,id,irs,gift,husband,1
3968,money,id,security,sales,children,1
3969,money,account,irs,gift,son,1
3970,taxes,account,support,sales,son,1
3971,money,id,irs,sales,son,1
3972,bank,id,message,service,husband,1
3973,card,id,irs,gift,son,1
3974,insurance,id,irs,service,son,1
3975,money,id,irs,gift,son,1
